,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
2979,2979,NVIDIA GeForce GTX 780 Rev. 2,GPU,2013-09-10,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA
2980,2980,AMD FirePro D300,GPU,2014-01-18,28.0,150.0,212.0,2800.0,850.0,TSMC,AMD
2981,2981,NVIDIA GeForce 825M,GPU,2014-01-27,28.0,33.0,87.0,1020.0,850.0,TSMC,NVIDIA
2982,2982,NVIDIA P104-101,GPU,2018-01-05,16.0,,314.0,7200.0,1506.0,TSMC,NVIDIA
2983,2983,NVIDIA GeForce 720A,GPU,2014-07-01,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA
2984,2984,AMD Radeon R6 M335DX,GPU,2015-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD
2985,2985,NVIDIA GeForce 705M,GPU,2013-09-27,28.0,15.0,116.0,585.0,738.0,TSMC,NVIDIA
2986,2986,NVIDIA GeForce GTX 555 OEM,GPU,2011-05-14,40.0,150.0,332.0,1950.0,736.0,TSMC,NVIDIA
2987,2987,ATI FireGL 9600 T2-64S,GPU,2003-10-01,130.0,,76.0,60.0,324.0,TSMC,ATI
2988,2988,AMD Radeon HD 6990M,GPU,2011-07-12,40.0,100.0,212.0,1700.0,715.0,TSMC,AMD
2989,2989,NVIDIA GeForce 7300 GT Mac Edition,GPU,2006-08-26,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA
2990,2990,ATI All-In-Wonder 9700 PRO,GPU,2003-01-22,150.0,,215.0,110.0,325.0,TSMC,ATI
2991,2991,NVIDIA GeForce 210 Rev. 2,GPU,2009-10-12,40.0,31.0,57.0,260.0,520.0,TSMC,NVIDIA
2992,2992,Matrox Millennium G450 LP,GPU,NaT,180.0,,,10.0,125.0,UMC,Other
2993,2993,AMD Radeon RX 550,GPU,2017-04-20,14.0,50.0,103.0,2200.0,1100.0,GF,AMD
2994,2994,AMD Radeon HD 8970M,GPU,2013-05-14,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD
2995,2995,ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,68.0,60.0,280.0,TSMC,ATI
2996,2996,ATI Radeon DDR VIVO OEM,GPU,2001-08-14,180.0,,115.0,30.0,166.0,TSMC,ATI
2997,2997,AMD Radeon HD 8410G IGP,GPU,2013-05-23,32.0,35.0,246.0,1303.0,450.0,TSMC,AMD
2998,2998,AMD Radeon R9 Nano,GPU,2015-08-27,28.0,175.0,596.0,8900.0,1000.0,TSMC,AMD
2999,2999,NVIDIA GeForce 8800 GS Mac Edition,GPU,2008-01-31,65.0,105.0,324.0,754.0,500.0,TSMC,NVIDIA
3000,3000,AMD Radeon RX 460 1024SP,GPU,2017-01-17,14.0,75.0,123.0,3000.0,1090.0,GF,AMD
3001,3001,NVIDIA GeForce GT 720,GPU,2014-09-29,28.0,19.0,87.0,1020.0,797.0,TSMC,NVIDIA
3002,3002,NVIDIA GeForce 7200 GS,GPU,2006-01-18,90.0,,81.0,112.0,450.0,TSMC,NVIDIA
3003,3003,AMD Radeon RX 6800 XT,GPU,2020-10-28,7.0,300.0,520.0,26800.0,1825.0,TSMC,AMD
3004,3004,AMD Radeon HD 7470M,GPU,2012-01-07,40.0,25.0,67.0,370.0,750.0,TSMC,AMD
3005,3005,NVIDIA GeForce GT 620 OEM,GPU,2012-04-02,40.0,30.0,79.0,292.0,810.0,TSMC,NVIDIA
3006,3006,ATI Radeon X1300 PRO,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI
3007,3007,NVIDIA GeForce2 MX PCI,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA
3008,3008,NVIDIA GeForce 7300 SE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA
3009,3009,NVIDIA GeForce 6800 GT Dual,GPU,2004-06-08,130.0,,287.0,222.0,350.0,TSMC,NVIDIA
3010,3010,AMD FirePro W2100,GPU,2014-08-12,28.0,26.0,77.0,950.0,630.0,TSMC,AMD
3011,3011,NVIDIA Quadro4 750 XGL,GPU,2002-02-19,150.0,,142.0,63.0,275.0,TSMC,NVIDIA
3012,3012,NVIDIA GeForce 6200 SE TurboCache,GPU,2004-12-15,110.0,,110.0,75.0,350.0,TSMC,NVIDIA
3013,3013,AMD Radeon RX 6700 XT,GPU,2021-03-03,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD
3014,3014,NVIDIA GeForce 9500M GS,GPU,2008-02-01,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA
3015,3015,AMD FirePro S10000,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD
3016,3016,NVIDIA GeForce 705A,GPU,2013-10-01,40.0,15.0,79.0,292.0,738.0,TSMC,NVIDIA
3017,3017,NVIDIA GeForce Go 6250,GPU,2006-02-01,110.0,10.0,110.0,75.0,400.0,TSMC,NVIDIA
3018,3018,NVIDIA Quadro P4200 Mobile,GPU,2018-02-21,16.0,100.0,314.0,7200.0,1227.0,TSMC,NVIDIA
3019,3019,NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
3020,3020,Intel HD Graphics,GPU,2012-04-01,22.0,,94.0,392.0,650.0,Intel,Intel
3021,3021,ATI FirePro V4800,GPU,2010-04-26,40.0,69.0,104.0,627.0,775.0,TSMC,ATI
3022,3022,NVIDIA GeForce GTX 280,GPU,2008-06-16,65.0,236.0,576.0,1400.0,602.0,TSMC,NVIDIA
3023,3023,ATI FirePro 2450 Multi-View PCIe x1,GPU,2009-01-01,55.0,32.0,67.0,181.0,400.0,TSMC,ATI
3024,3024,NVIDIA GeForce RTX 3080 Mobile,GPU,2021-01-12,8.0,115.0,392.0,17400.0,1110.0,Samsung,NVIDIA
3025,3025,XGI Volari Duo V8 Ultra,GPU,2003-09-15,130.0,,,110.0,350.0,UMC,Other
3026,3026,NVIDIA Quadro FX 380 LP,GPU,2009-12-01,40.0,28.0,57.0,260.0,550.0,TSMC,NVIDIA
3027,3027,AMD Radeon R9 M385,GPU,2015-05-05,28.0,,160.0,2080.0,900.0,TSMC,AMD
3028,3028,ATI FirePro V8700,GPU,2008-09-11,55.0,151.0,256.0,956.0,750.0,TSMC,ATI
3029,3029,ATI Radeon X1600 PRO,GPU,2007-10-01,90.0,41.0,150.0,157.0,500.0,TSMC,ATI
3030,3030,NVIDIA GeForce RTX 3090,GPU,2020-09-01,8.0,350.0,628.0,28300.0,1395.0,Samsung,NVIDIA
3031,3031,AMD FirePro W9100,GPU,2014-03-26,28.0,275.0,438.0,6200.0,930.0,TSMC,AMD
3032,3032,NVIDIA GeForce 7800 GTX,GPU,2005-06-22,110.0,86.0,333.0,302.0,430.0,TSMC,NVIDIA
3033,3033,NVIDIA Tesla M2070-Q,GPU,2011-07-25,40.0,225.0,529.0,3100.0,574.0,TSMC,NVIDIA
3034,3034,NVIDIA Tesla X2090,GPU,2011-07-25,40.0,225.0,520.0,3000.0,651.0,TSMC,NVIDIA
3035,3035,NVIDIA GeForce GT 720A,GPU,2014-07-01,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA
3036,3036,ATI Mobility Radeon X700,GPU,2005-03-01,110.0,,156.0,120.0,350.0,TSMC,ATI
3037,3037,NVIDIA GeForce GTX 285,GPU,2008-12-23,55.0,204.0,470.0,1400.0,648.0,TSMC,NVIDIA
3038,3038,AMD Playstation 4 GPU,GPU,2013-11-24,28.0,75.0,348.0,,800.0,TSMC,AMD
3039,3039,ATI Radeon 9100,GPU,2003-04-01,150.0,28.0,120.0,60.0,250.0,TSMC,ATI
3040,3040,ATI Radeon Xpress 1200 Mobile IGP,GPU,2007-02-28,80.0,,73.0,120.0,400.0,Unknown,ATI
3041,3041,NVIDIA GeForce GTS 360M,GPU,2010-01-07,40.0,38.0,144.0,727.0,550.0,TSMC,NVIDIA
3042,3042,AMD Radeon Pro WX 9100,GPU,2017-07-10,14.0,230.0,495.0,12500.0,1200.0,GF,AMD
3043,3043,NVIDIA GeForce GT 520M,GPU,2011-01-05,40.0,12.0,79.0,292.0,740.0,TSMC,NVIDIA
3044,3044,AMD Radeon R7 350 OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD
3045,3045,NVIDIA GeForce FX Go5700,GPU,2005-02-01,130.0,,133.0,82.0,450.0,TSMC,NVIDIA
3046,3046,AMD Radeon HD 7690M,GPU,2011-12-25,40.0,20.0,104.0,716.0,725.0,TSMC,AMD
3047,3047,ATI Radeon 9250,GPU,2004-03-01,150.0,,98.0,36.0,240.0,UMC,ATI
3048,3048,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel
3049,3049,NVIDIA GeForce RTX 3050 Ti Mobile,GPU,2021-01-01,8.0,,,,1222.0,Samsung,NVIDIA
3050,3050,NVIDIA Quadro FX 3700,GPU,2008-01-08,65.0,78.0,324.0,754.0,500.0,TSMC,NVIDIA
3051,3051,NVIDIA GeForce GT 640,GPU,2012-06-05,28.0,65.0,118.0,1270.0,902.0,TSMC,NVIDIA
3052,3052,NVIDIA GeForce 6200 AGP,GPU,2003-12-14,150.0,,65.0,29.0,230.0,TSMC,NVIDIA
3053,3053,NVIDIA GeForce GTX 260 Core 216 Rev. 2,GPU,2008-11-27,55.0,171.0,470.0,1400.0,576.0,TSMC,NVIDIA
3054,3054,ATI Radeon HD 5950,GPU,NaT,40.0,302.0,334.0,2154.0,725.0,TSMC,ATI
3055,3055,ATI Mobility Radeon HD 540v,GPU,2010-05-05,55.0,15.0,73.0,242.0,550.0,TSMC,ATI
3056,3056,Matrox Parhelia Precision SDT,GPU,2001-01-01,150.0,,174.0,80.0,200.0,UMC,Other
3057,3057,NVIDIA Quadro NVS 280 AGP,GPU,2004-05-25,150.0,13.0,124.0,45.0,275.0,TSMC,NVIDIA
3058,3058,ATI Radeon HD 4730,GPU,2009-06-08,55.0,110.0,256.0,956.0,750.0,TSMC,ATI
3059,3059,AMD FirePro W4170M,GPU,2014-04-28,28.0,,77.0,950.0,825.0,TSMC,AMD
3060,3060,NVIDIA Quadro FX 880M,GPU,2010-01-07,40.0,35.0,100.0,486.0,550.0,TSMC,NVIDIA
3061,3061,AMD FirePro M5100,GPU,2013-10-16,28.0,,123.0,1500.0,725.0,TSMC,AMD
3062,3062,AMD Radeon HD 7500G IGP,GPU,2012-05-15,32.0,17.0,246.0,1303.0,327.0,TSMC,AMD
3063,3063,ATI Radeon HD 4250,GPU,2009-02-25,55.0,25.0,67.0,181.0,594.0,TSMC,ATI
3064,3064,NVIDIA P102-100,GPU,2018-02-12,16.0,250.0,471.0,11800.0,1582.0,TSMC,NVIDIA
3065,3065,AMD Radeon HD 6750M,GPU,2011-01-04,40.0,35.0,104.0,716.0,600.0,TSMC,AMD
3066,3066,NVIDIA GeForce 6800 GS,GPU,2005-11-07,130.0,,225.0,222.0,425.0,TSMC,NVIDIA
3067,3067,ATI All-In-Wonder 9000 PRO,GPU,2003-03-31,150.0,,97.0,36.0,275.0,TSMC,ATI
3068,3068,NVIDIA Quadro CX,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA
3069,3069,NVIDIA Tesla M6,GPU,2015-08-30,28.0,100.0,398.0,5200.0,930.0,TSMC,NVIDIA
3070,3070,ATI Mobility Radeon HD 3430,GPU,2008-07-25,55.0,12.0,67.0,181.0,450.0,TSMC,ATI
3071,3071,NVIDIA Quadro K610M,GPU,2013-07-23,28.0,30.0,87.0,1020.0,980.0,TSMC,NVIDIA
3072,3072,AMD Radeon Pro WX Vega M GL,GPU,2018-04-24,14.0,65.0,208.0,5000.0,931.0,GF,AMD
3073,3073,AMD Radeon Pro 580X,GPU,2019-03-18,14.0,185.0,232.0,5700.0,1100.0,GF,AMD
3074,3074,Sony Playstation 2 GPU 250nm,GPU,2000-03-04,250.0,79.0,279.0,54.0,147.0,Sony,Other
3075,3075,NVIDIA GeForce Go 7200,GPU,2006-09-01,90.0,,81.0,112.0,450.0,TSMC,NVIDIA
3076,3076,NVIDIA A16 PCIe,GPU,2021-04-12,8.0,250.0,,,885.0,Samsung,NVIDIA
3077,3077,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,,160.0,2080.0,900.0,TSMC,AMD
3078,3078,ATI Radeon HD 3200 Mobile IGP,GPU,2009-11-01,65.0,,85.0,180.0,380.0,Unknown,ATI
3079,3079,NVIDIA GeForce GT 120M,GPU,2009-06-15,55.0,14.0,121.0,314.0,500.0,TSMC,NVIDIA
3080,3080,ATI Mobility Radeon HD 4860,GPU,2009-03-03,40.0,,137.0,826.0,650.0,TSMC,ATI
3081,3081,AMD FirePro S9000,GPU,2012-08-24,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD
3082,3082,AMD Radeon R2 Mobile Graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,300.0,GF,AMD
3083,3083,ATI Xbox 360 S GPU,GPU,2010-06-19,45.0,133.0,168.0,372.0,500.0,TSMC,ATI
3084,3084,AMD Radeon HD 8240 Mobile IGP,GPU,2013-11-01,28.0,15.0,110.0,1178.0,400.0,TSMC,AMD
3085,3085,AMD Radeon RX 5300,GPU,2020-05-28,7.0,100.0,158.0,6400.0,1327.0,TSMC,AMD
3086,3086,AMD Radeon HD 6450 OEM,GPU,2011-02-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD
3087,3087,NVIDIA Quadro P5000 Mobile,GPU,2017-01-11,16.0,100.0,314.0,7200.0,1278.0,TSMC,NVIDIA
3088,3088,NVIDIA Quadro FX 5800,GPU,2008-11-11,55.0,189.0,470.0,1400.0,610.0,TSMC,NVIDIA
3089,3089,AMD Radeon HD 7650M Rebrand,GPU,2012-03-28,40.0,20.0,104.0,716.0,485.0,TSMC,AMD
3090,3090,NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,14.0,40.0,132.0,3300.0,1303.0,Samsung,NVIDIA
3091,3091,ATI Radeon 9000 PRO,GPU,2002-07-18,150.0,28.0,97.0,36.0,275.0,TSMC,ATI
3092,3092,ATI Radeon HD 4770,GPU,2009-04-28,40.0,80.0,137.0,826.0,750.0,TSMC,ATI
3093,3093,NVIDIA GeForce 7100 + nForce 630i,GPU,2007-10-04,90.0,,81.0,112.0,600.0,Unknown,NVIDIA
3094,3094,NVIDIA GeForce 9300 GS Rev. 2,GPU,2011-03-12,40.0,,57.0,260.0,589.0,TSMC,NVIDIA
3095,3095,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,,398.0,5200.0,924.0,TSMC,NVIDIA
3096,3096,NVIDIA GeForce2 Ultra,GPU,2000-08-14,150.0,,88.0,25.0,250.0,TSMC,NVIDIA
3097,3097,NVIDIA GeForce GT 555M,GPU,2012-03-26,40.0,35.0,238.0,1170.0,675.0,TSMC,NVIDIA
3098,3098,NVIDIA GeForce GTX 560 Ti,GPU,2011-01-25,40.0,170.0,332.0,1950.0,823.0,TSMC,NVIDIA
3099,3099,NVIDIA GeForce 205 OEM,GPU,2009-11-26,40.0,31.0,57.0,260.0,589.0,TSMC,NVIDIA
3100,3100,NVIDIA GeForce RTX 2070 Mobile,GPU,2019-01-29,12.0,115.0,445.0,10800.0,1215.0,TSMC,NVIDIA
3101,3101,NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
3102,3102,ATI Mobility Radeon X1800 XT,GPU,2006-03-01,90.0,,288.0,321.0,550.0,TSMC,ATI
3103,3103,NVIDIA GeForce GTX 780 6 GB,GPU,2013-09-10,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA
3104,3104,ATI Mobility Radeon HD 550v,GPU,2010-05-05,55.0,10.0,146.0,514.0,450.0,TSMC,ATI
3105,3105,NVIDIA GeForce MX450 30.5W 10Gbps,GPU,2020-08-25,12.0,31.0,200.0,4700.0,1395.0,TSMC,NVIDIA
3106,3106,AMD Radeon R9 M375,GPU,2015-05-05,28.0,,123.0,1500.0,1000.0,TSMC,AMD
3107,3107,ATI Radeon HD 2350 PRO,GPU,2007-01-01,65.0,20.0,85.0,180.0,525.0,TSMC,ATI
3108,3108,NVIDIA Quadro K5000M,GPU,2012-08-07,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA
3109,3109,AMD Radeon R9 280,GPU,2014-03-04,28.0,200.0,352.0,4313.0,827.0,TSMC,AMD
3110,3110,AMD Radeon R7 Graphics,GPU,2014-01-11,28.0,65.0,245.0,2410.0,720.0,GF,AMD
3111,3111,AMD Radeon HD 8770M,GPU,2013-04-01,28.0,,77.0,950.0,775.0,TSMC,AMD
3112,3112,AMD Playstation 4 Pro GPU,GPU,2016-11-10,16.0,150.0,322.0,5700.0,911.0,TSMC,AMD
3113,3113,AMD Radeon R7 M465X,GPU,2016-05-15,28.0,,123.0,1500.0,900.0,TSMC,AMD
3114,3114,ATI Radeon X850 CrossFire Edition,GPU,2006-09-10,130.0,,297.0,160.0,520.0,TSMC,ATI
3115,3115,ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,110.0,,73.0,,300.0,Unknown,ATI
3116,3116,ATI Radeon HD 2600 XT Mac Edition,GPU,2008-02-21,65.0,45.0,153.0,390.0,700.0,TSMC,ATI
3117,3117,AMD FireStream 9250,GPU,2008-06-16,55.0,150.0,256.0,956.0,625.0,TSMC,AMD
3118,3118,ATI Mobility Radeon HD 5850 Mac Edition,GPU,2010-01-07,40.0,30.0,166.0,1040.0,628.0,TSMC,ATI
3119,3119,NVIDIA GeForce FX 5900,GPU,2003-05-12,130.0,,207.0,135.0,400.0,TSMC,NVIDIA
3120,3120,NVIDIA Quadro 5000M,GPU,2010-07-27,40.0,100.0,529.0,3100.0,405.0,TSMC,NVIDIA
3121,3121,AMD FirePro W6170M,GPU,2014-08-25,28.0,,160.0,2080.0,1075.0,TSMC,AMD
3122,3122,NVIDIA GeForce 6100 + nForce 400,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA
3123,3123,AMD Radeon HD 6870M,GPU,2011-01-04,40.0,50.0,166.0,1040.0,675.0,TSMC,AMD
3124,3124,ATI Radeon X800 GT AGP,GPU,2005-11-01,130.0,40.0,297.0,160.0,475.0,TSMC,ATI
3125,3125,NVIDIA GeForce 7800 GS AGP,GPU,2006-02-02,110.0,75.0,333.0,302.0,375.0,TSMC,NVIDIA
3126,3126,NVIDIA GeForce GT 555M,GPU,2011-06-15,40.0,35.0,116.0,585.0,753.0,TSMC,NVIDIA
3127,3127,NVIDIA GeForce GT 645 OEM,GPU,2012-04-24,40.0,102.0,332.0,1950.0,776.0,TSMC,NVIDIA
3128,3128,NVIDIA NVS 2100M,GPU,2010-01-07,40.0,11.0,57.0,260.0,535.0,TSMC,NVIDIA
3129,3129,AMD Radeon R7 M265DX,GPU,2014-10-12,28.0,,125.0,1550.0,925.0,TSMC,AMD
3130,3130,AMD Radeon HD 6550M,GPU,2010-11-26,40.0,26.0,334.0,2154.0,600.0,TSMC,AMD
3131,3131,NVIDIA GeForce GT 520 PCIe x1,GPU,2011-04-13,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
3132,3132,NVIDIA Quadro NVS 280 PCIe,GPU,2004-05-25,150.0,13.0,91.0,45.0,275.0,TSMC,NVIDIA
3133,3133,NVIDIA GRID K500,GPU,2014-07-02,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA
3134,3134,NVIDIA A100 SXM4 40 GB,GPU,2020-05-14,7.0,400.0,826.0,54200.0,1095.0,TSMC,NVIDIA
3135,3135,NVIDIA Quadro M600M,GPU,2015-08-18,28.0,30.0,148.0,1870.0,837.0,TSMC,NVIDIA
3136,3136,AMD Radeon R6 M340DX,GPU,2015-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD
3137,3137,AMD Radeon Vega 3,GPU,2019-11-20,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3138,3138,AMD Radeon HD 6230,GPU,2011-07-02,40.0,19.0,59.0,292.0,650.0,TSMC,AMD
3139,3139,NVIDIA GeForce RTX 2080 SUPER Max-Q,GPU,2020-04-02,12.0,80.0,545.0,13600.0,735.0,TSMC,NVIDIA
3140,3140,AMD Radeon RX 580G,GPU,2018-10-15,14.0,185.0,232.0,5700.0,1257.0,GF,AMD
3141,3141,AMD FireStream 9270,GPU,2008-11-13,55.0,160.0,256.0,956.0,750.0,TSMC,AMD
3142,3142,NVIDIA GeForce GTX 760 OEM,GPU,2016-11-06,28.0,170.0,294.0,3540.0,993.0,TSMC,NVIDIA
3143,3143,AMD Radeon HD 6380G IGP,GPU,2011-06-14,32.0,35.0,227.0,1178.0,400.0,TSMC,AMD
3144,3144,AMD Radeon R9 FURY X2,GPU,NaT,28.0,,596.0,8900.0,1050.0,TSMC,AMD
3145,3145,ATI Radeon X800 VE AGP,GPU,2004-09-01,130.0,,281.0,160.0,425.0,TSMC,ATI
3146,3146,NVIDIA GeForce2 MX 200 LP,GPU,2001-03-03,180.0,,64.0,20.0,175.0,TSMC,NVIDIA
3147,3147,ATI Radeon X600 PRO,GPU,2004-09-01,130.0,36.0,92.0,75.0,400.0,TSMC,ATI
3148,3148,NVIDIA GeForce 8200M G mGPU AMD,GPU,2008-06-03,80.0,12.0,127.0,210.0,400.0,Unknown,AMD
3149,3149,NVIDIA GeForce 7300 GT AGP,GPU,2006-05-15,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA
3150,3150,NVIDIA Quadro FX 500,GPU,2003-05-21,150.0,,124.0,45.0,270.0,TSMC,NVIDIA
3151,3151,NVIDIA GeForce GTX 560 Ti OEM,GPU,2011-03-08,40.0,170.0,332.0,1950.0,823.0,TSMC,NVIDIA
3152,3152,ATI All-In-Wonder Radeon 8500,GPU,2001-11-14,150.0,,120.0,60.0,275.0,TSMC,ATI
3153,3153,NVIDIA GeForce 315 OEM,GPU,2011-04-28,40.0,33.0,144.0,727.0,506.0,TSMC,NVIDIA
3154,3154,Intel Iris Pro Graphics P6300,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel
3155,3155,ATI Radeon IGP 330M,GPU,2002-05-01,180.0,,73.0,30.0,183.0,Unknown,ATI
3156,3156,NVIDIA GRID A100B,GPU,2020-05-14,7.0,400.0,826.0,54200.0,900.0,TSMC,NVIDIA
3157,3157,ATI Radeon X800 GT AGP,GPU,2007-11-08,130.0,40.0,281.0,160.0,473.0,TSMC,ATI
3158,3158,AMD Radeon HD 6750M Mac Edition,GPU,2011-04-18,40.0,35.0,104.0,716.0,598.0,TSMC,AMD
3159,3159,NVIDIA GeForce PCX 5950,GPU,2004-02-17,130.0,57.0,207.0,135.0,475.0,TSMC,NVIDIA
3160,3160,AMD Radeon HD 8570 OEM Rebrand,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD
3161,3161,NVIDIA Tesla V100 PCIe 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1230.0,TSMC,NVIDIA
3162,3162,NVIDIA GeForce GTX 660M,GPU,2012-03-22,28.0,50.0,118.0,1270.0,835.0,TSMC,NVIDIA
3163,3163,NVIDIA GeForce GTX 780,GPU,2013-05-23,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA
3164,3164,ATI Fire GL2,GPU,2000-06-01,,,156.0,,120.0,IBM,ATI
3165,3165,AMD Radeon R9 370,GPU,2015-05-05,28.0,110.0,212.0,2800.0,925.0,TSMC,AMD
3166,3166,NVIDIA GeForce GTX 765M,GPU,2013-05-30,28.0,75.0,221.0,2540.0,797.0,TSMC,NVIDIA
3167,3167,ATI Radeon X1300 PCI,GPU,2005-10-05,90.0,,100.0,107.0,450.0,TSMC,ATI
3168,3168,ATI All-In-Wonder X800 XT,GPU,2004-09-21,130.0,,281.0,160.0,500.0,TSMC,ATI
3169,3169,AMD Radeon HD 8510 OEM,GPU,2013-04-24,40.0,39.0,104.0,627.0,650.0,TSMC,AMD
3170,3170,NVIDIA GeForce 8600M GT Mac Edition,GPU,2007-10-05,80.0,20.0,169.0,289.0,470.0,TSMC,NVIDIA
3171,3171,ATI Radeon X1300 LE,GPU,2005-10-05,90.0,,100.0,107.0,450.0,TSMC,ATI
3172,3172,AMD Radeon HD 6650A,GPU,2011-04-19,40.0,45.0,118.0,716.0,600.0,TSMC,AMD
3173,3173,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,,,954.0,TSMC,NVIDIA
3174,3174,NVIDIA GeForce 7650 GS,GPU,2006-03-22,90.0,,125.0,177.0,450.0,TSMC,NVIDIA
3175,3175,Intel GMA 3150,GPU,2007-05-09,45.0,13.0,66.0,123.0,400.0,Intel,Intel
3176,3176,ATI FireGL V7200,GPU,2005-10-01,90.0,,288.0,321.0,600.0,TSMC,ATI
3177,3177,NVIDIA GeForce GTX 645 OEM,GPU,2013-04-22,28.0,65.0,221.0,2540.0,824.0,TSMC,NVIDIA
3178,3178,AMD Radeon RX 6700,GPU,2021-01-01,7.0,180.0,335.0,17200.0,1489.0,TSMC,AMD
3179,3179,NVIDIA GeForce 7900 GTX,GPU,2006-03-09,90.0,84.0,196.0,278.0,650.0,TSMC,NVIDIA
3180,3180,NVIDIA GeForce GTX 660,GPU,2012-09-06,28.0,140.0,221.0,2540.0,980.0,TSMC,NVIDIA
3181,3181,NVIDIA Quadro T2000 Mobile,GPU,2019-05-27,12.0,60.0,200.0,4700.0,1575.0,TSMC,NVIDIA
3182,3182,NVIDIA GeForce 7800 GS+ 20Pipes AGP,GPU,2006-09-28,90.0,75.0,196.0,278.0,425.0,TSMC,NVIDIA
3183,3183,ATI Radeon X850 XT AGP,GPU,2005-02-28,130.0,69.0,297.0,160.0,520.0,TSMC,ATI
3184,3184,Intel HD Graphics,GPU,2013-09-02,22.0,4.0,,,311.0,Intel,Intel
3185,3185,AMD Radeon RX 570X,GPU,2018-04-11,14.0,150.0,232.0,5700.0,1168.0,GF,AMD
3186,3186,NVIDIA GeForce 6800 GT,GPU,2004-04-14,110.0,,287.0,222.0,350.0,TSMC,NVIDIA
3187,3187,NVIDIA GeForce GT 425M,GPU,2010-09-03,40.0,23.0,116.0,585.0,560.0,TSMC,NVIDIA
3188,3188,Sony Playstation Vita GPU,GPU,2011-12-11,32.0,4.0,6.0,,200.0,Samsung,Other
3189,3189,AMD Radeon R7 M465,GPU,2016-05-15,28.0,,56.0,690.0,825.0,TSMC,AMD
3190,3190,ATI Radeon 7200,GPU,2000-06-01,180.0,23.0,111.0,30.0,143.0,TSMC,ATI
3191,3191,ATI Mobility Radeon 9000,GPU,2002-09-01,150.0,,81.0,36.0,240.0,UMC,ATI
3192,3192,NVIDIA GeForce GTX 480,GPU,2010-03-26,40.0,250.0,529.0,3100.0,701.0,TSMC,NVIDIA
3193,3193,AMD Radeon HD 7450 OEM,GPU,2012-01-05,40.0,18.0,67.0,370.0,625.0,TSMC,AMD
3194,3194,Intel GMA 3650,GPU,2008-10-01,65.0,13.0,,,640.0,Intel,Intel
3195,3195,ATI Mobility Radeon X600 SE,GPU,2004-06-01,130.0,,92.0,75.0,400.0,TSMC,ATI
3196,3196,ATI Mobility Radeon 9000,GPU,2002-09-01,150.0,,81.0,36.0,240.0,UMC,ATI
3197,3197,NVIDIA Quadro K2000M,GPU,2012-06-01,28.0,55.0,118.0,1270.0,745.0,TSMC,NVIDIA
3198,3198,AMD Radeon Instinct MI6,GPU,2016-12-12,14.0,150.0,232.0,5700.0,1120.0,GF,AMD
3199,3199,AMD Radeon HD 8310G IGP,GPU,NaT,32.0,20.0,246.0,1303.0,424.0,TSMC,AMD
